搜索字段,商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
RX 9070 XT 自营,技嘉（GIGABYTE）AMD RX 9070XT显卡 小雕 ELITE 16G + AMD 9850X3D CPU,11298.00,,【卡U套装】9070XT小雕＋9850X3D,2000+,jfs/t1/388352/36/10728/144200/6971ef60F25faf62e/0083320320d29484.jpg,0,高清输出;RGB灯效;RGB炫彩;高清显示输出;多接口设计;256位宽度;散热高效;散热效率高;多端口连接;接口丰富,100319164018,2000+,100319164018
RX 9070 XT 自营,华硕（ASUS）TUF RX9070XT O16G GAMING AMD RADEON RX 9070 XT电竞游戏显卡,6299.00,华硕京东自营旗舰店,【TUF RX9070XT 】,1000+,jfs/t1/265203/11/28725/85095/67c9a38dF5a1f2936/a7950516e153a162.jpg,1000000225,TUF级别组件;轴流风扇;多接口设计;256bit位宽;高清输出;高效散热;16GB大显存,100152685909,2000+,100152685909
RX 9070 XT 自营,蓝宝石（Sapphire）AMD Radeon™ RX 9070 XT 16GB GDDR6 NITRO+ 氮动 deepseek AI 智能渲染电竞游戏台式机独立显卡,6199.00,,RX 9070 XT 氮动,5000+,jfs/t1/429557/14/2996/114528/69f411bfFaa51d54e/0083320320096cdd.jpg,0,智能渲染;背插式隐藏供电;磁吸金属背板;ARGB灯效,100196288088,6000+,100196288088
RX 9070 XT 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 海外版Ultra 白色 显卡 +AMD 锐龙 7 9850X3D 处理器,10998.00,,9070XT Ulltra白+9850X3D,2万+,jfs/t1/409937/34/1640/94296/69c38a98Fddd07e71/0083320320d2bc99.jpg,0,高清输出;高速接口,100241073745,3万+,100241073745
RX 9070 XT 自营,技嘉（GIGABYTE）AMD RX 9070XT显卡 魔鹰 GAMING OC 16G + AMD 9850X3D CPU,10698.00,,【卡U套装】9070XT魔鹰＋9850X3D,2000+,jfs/t1/391347/17/4017/145325/69709a2dF8fbc1831/008332032018ab6f.jpg,0,RGB炫彩;RGB灯效;多接口设计;超清输出;高清输出;大显存容;散热高效,100239179513,2000+,100239179513
RX 9070 XT 自营,蓝宝石（Sapphire）AMD Radeon™ RX 9070 XT 16GB GDDR6 PURE 极地 deepseek AI设计智能渲染电竞游戏台式机独立显卡,5799.00,,RX 9070 XT 极地,5000+,jfs/t1/430461/38/147/101480/69f41255Fe8bdfe43/0083320320107aa8.jpg,0,RDNA4架构;智能渲染;极地纯白外壳;16G大显存,100154638989,6000+,100154638989
RX 9070 XT 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 凤凰涅槃 显卡+AMD 锐龙 7 9850X3D 处理器,11198.00,,9070XT凤凰涅槃+ 9850X3D,2万+,jfs/t1/409607/5/3725/97675/69c38a97Fa444d5dc/00833203208c79f9.jpg,0,多接口支持;HDMI接口;ARGB灯效;PCIe 5.0;GDDR6显,100319133094,3万+,100319133094
RX 9070 XT 自营,瀚铠（VASTARMOR）AMD RADEON RX 9070 XT 超合金PRO 16GB OC ARGB灯效 8根热管 电竞游戏AI显卡畅玩黑神话悟空,5799.00,瀚铠（VASTARMOR）显卡京东自营旗舰店,RX 9070 XT 超合金PRO,500+,jfs/t1/399432/21/7845/147453/69a6b10cF821645e7/0083320320314c21.png,1000411546,高效散热;ARGB灯效;16GB大显存;8根热管,100276244236,600+,100276244236
RX 9070 XT 自营,蓝宝石（Sapphire）AMD Radeon™ RX 9070 XT 16GB GDDR6 氮动 Phantomlink 背插 电竞设计游戏台式机电脑独立显卡,6399.00,,RX 9070 XT 氮动（背插）,5000+,jfs/t1/428412/5/6441/117178/69f4124fF4ab9f8ec/0083320320ff660a.jpg,0,畅玩游戏;高效散热;灵动岛RGB光效,100311202694,6000+,100311202694
RX 9070 XT 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 凤凰涅槃 白色 显卡+AMD 锐龙 7 9850X3D 处理器,11198.00,,9070XT  凤凰涅槃白+ 9850X3D,2万+,jfs/t1/407220/36/15959/86301/69c38a99Fd5f1ae9b/008332032061e4c4.jpg,0,灯效炫酷;256bit位宽;16GB显存;AMD芯片;三风扇散热;DP接口,100319133128,3万+,100319133128
RX 9070 XT 自营,技嘉（GIGABYTE）AMD RX 9070XT显卡 冰魔鹰 GAMING OC ICE 16G + AMD 9850X3D CPU,10798.00,,【卡U套】9070XT冰魔鹰＋9850X3D,2000+,jfs/t1/384709/39/18480/143721/6971ef9dFf05b2ce9/00833203207470c8.jpg,0,256bit位宽;RGB灯效;HDMI接口;256bit显存;16G显存;HDMI支持;冰魔散热;炫酷灯光;DP接口,100239179585,2000+,100239179585
RX 9070 XT 自营,蓝宝石（Sapphire）AMD Radeon™ RX 9070 XT 16GB GDDR6 氮动极光 Phantomlink PE 背插 电竞设计游戏台式机电脑显卡,6599.00,,RX9070XT 氮动极光（背插）,5000+,jfs/t1/429304/14/4425/112372/69f41244Ffe27fcc9/0083320320b7974a.jpg,0,高效散热;畅玩游戏;磁吸快拆金属背板,100311202680,6000+,100311202680
RX 9070 XT 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 海外版Ultra 显卡 +AMD 锐龙 7 9850X3D 处理器,10998.00,,9070XT Ulltra+9850X3D,2万+,jfs/t1/407612/21/13882/90064/69c38a97Fbaffd442/0083320320109379.jpg,0,高清输出;HDMI接口;ARGB灯效;高速接口;PCIe 5.0,100321684766,3万+,100321684766
RX 9070 XT 自营,撼讯AMD RADEON RX 9070XT 红魔16GB电竞游戏独立显卡台式机高性能独显人工智能全新OC超频,5899.00,撼讯京东自营旗舰店,RX9070XT 红魔,2000+,jfs/t1/410011/17/14005/464528/69ca4cc8Fc74f4c4c/00835dc5dc3c8695.jpg,1000348986,ARGB灯效;霍尼韦尔相变片;超频OC技术;18相豪华供电,100192901734,3000+,100192901734
RX 9070 XT 自营,蓝宝石（Sapphire）AMD Radeon™ RX 9070 XT 16GB GDDR6 METAL 合金脉动+AMD 锐龙 7 9850X3D 处理器,11998.00,,RX9070XT 合金脉动+9850X3D,5000+,jfs/t1/392353/38/893/106715/6970831fFd2e57e02/008332032019718b.jpg,0,DP高清输出;金属合金;16G大容量;HDMI接口;强劲性能;高清显示输出;双滚珠轴承;大容量显存;多接口设计;金属外壳,100319231408,6000+,100319231408
RX 9070 XT 自营,爱国者（aigo）星璨EV850W白金牌 黑 +瀚铠 RX 9070 XT 超合金ULTRA 16GB OC,6848.00,爱国者DIY京东自营旗舰店,【套装】EV850+瀚铠RX9070XT,2万+,jfs/t1/328983/39/24447/114257/68d609b7F78818b06/67e93f91664cb03f.jpg,1000000416,稳定供电;白金效率;散热优良;标准尺寸;标准ATX;白金认证;静音运行;智能启停;高功率输出,100213707301,5万+,100213707301
RX 9070 GRE 自营,讯景（XFX）AMD RADEON RX 9070 GRE OC 黑狼 12GB 全新电竞游戏设计智能学习台式电脑独立显卡,3788.00,XFX讯景京东自营旗舰店,RX9070GRE OC黑狼,2000+,jfs/t1/422451/1/19976/92389/69f30854F38e4e5aa/00833203204597bd.jpg,1000470963,OC超频;性能相变片;温控三风扇;HDMI接口,100290346194,5000+,100290346194
RX 9070 GRE 自营,瀚铠（VASTARMOR）AMD RADEON RX 9070 GRE 12GB OC 黑色合金 电竞游戏AI渲染设计智能学习台式电脑独立显卡,4050.00,瀚铠（VASTARMOR）显卡京东自营旗舰店,RX 9070 GRE 12G 黑色合金显卡,200+,jfs/t1/395883/13/19676/135428/69a6afc1F36b97242/0083320320d37eea.png,1000411546,黑色合金;OC性能;AI渲染;双风扇散热,100168595969,300+,100168595969
RX 9070 GRE 自营,撼讯AMD RADEON RX 9070 GRE游荡者12GB电竞游戏独立显卡台式机高性能独显人工智能,3999.00,撼讯京东自营旗舰店,9070GRE 游荡者,200+,jfs/t1/412325/38/6441/149397/69cbb881F6d0ded49/008332032003f361.jpg,1000348986,三风扇散热;极致性能;12GB大显存;PCIe 5.0;HDMI接口;192bit显存;散热风扇;电竞游戏专用;高性能显卡,100168010721,400+,100168010721
RX 9070 GRE 自营,蓝宝石（Sapphire）AMD Radeon™ RX 9070 GRE 12GB GDDR6 METAL 合金脉动 deepseek AI人工智能 电竞游戏独立显卡,4099.00,,,500+,jfs/t1/429976/38/2137/105635/69f412d2Fdc7895b9/0083320320b48795.jpg,0,RDNA4架构;全尺寸金属背板;12G大显存;高清输出,100216690404,1000+,100216690404
RX 9070 GRE 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 海外版Ultra 16GB 白色 全新电竞游戏设计智能学习台式电脑独立显卡,5999.00,XFX讯景京东自营旗舰店,RX9070XT OC海外版Ultra白,2万+,jfs/t1/423772/2/15676/106861/69f30854Fddfe50e1/00833203202fd1ec.jpg,1000470963,6千+店铺会员浏览;外观超好看,100137955541,3万+,100137955541
RX 9070 GRE 自营,瀚铠（VASTARMOR）AMD RADEON RX 9070 GRE 12GB OC 白色合金 电竞游戏AI渲染设计智能学习台式电脑独立显卡,4049.00,瀚铠（VASTARMOR）显卡京东自营旗舰店, RX 9070 GRE 12G 白色合金显卡,200+,jfs/t1/399554/10/8649/106064/69a6b0aeF84857946/00833203209956e5.png,1000411546,双风扇散热;GDDR6;潮流设计;12GB大显存,100217235142,300+,100217235142
RX 9070 GRE 自营,AMD RX9070GRE 显卡新品预售权益包,299.00,京东3C数码服务自营旗舰店,,0,jfs/t1/276313/16/28563/85916/680ed3fbF75d6cff6/95672ad3e3a6dfc7.png,1000521761,显卡权益;显卡新品;延保服务;新品预售,100217968344,,100217968344
RX 9070 GRE 自营,撼讯AMD RADEON RX 9070 GRE暗黑犬12GB电竞游戏独立显卡台式机高性能独显人工智能OC超频,3999.00,撼讯京东自营旗舰店,9070GRE 暗黑犬,200+,jfs/t1/419940/8/20816/47809/69e997dbFee997be2/02763203203045aa.jpg,1000348986,,100168010723,400+,100168010723
RX 9070 GRE 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 海外版Ultra 16GB 全新电竞游戏设计智能学习台式电脑独立显卡,5999.00,XFX讯景京东自营旗舰店,RX9070XT OC海外版Ultra黑,2万+,jfs/t1/425100/39/13545/848201/69f72566Fe3da8fbd/093b320320d26d7a.png,1000470963,全镀镍工艺;专为游戏玩家打造;散热超高效,100145837565,3万+,100145837565
RX 9070 GRE 自营,盈通（yeston）AMD RADEON RX 9070 GRE 12G D6 樱瞳花嫁 OC 三风扇 全新游戏独立显卡,3999.00,盈通京东自营旗舰店,【RX 9070 GRE】樱瞳花嫁 OC,200+,jfs/t1/308004/19/571/107125/682349d1F3b98fb68/6db1deb5d07ba806.jpg,1000005645,散热升级;颜值与实力劲爆;自带花香,100168035983,400+,100168035983
RX 9070 GRE 自营,瀚铠（VASTARMOR）战匣二 AMD R7 9700X/RX9070GRE 合金/16G/1TB 高端电竞游戏主机DIY整机,10899.00,瀚铠（VASTARMOR）显卡京东自营旗舰店,战匣二（R7 9700X+9070GRE）,0,jfs/t1/422052/31/9247/118584/69e8980eFce5c7e64/00833203203ab214.jpg,1000411546,,100343633238,,100343633238
RX 9070 GRE 自营,蓝宝石（Sapphire） AMD Radeon™ RX 9070 16GB GDDR6 METAL 合金脉动 deepseek AI人工智能 电竞游戏独立显卡,5199.00,,,1000+,jfs/t1/375151/10/8672/109120/693bcc8bFb57f009a/9b0121e495874ea3.jpg,0,16G大显存;RDNA4架构;全尺寸金属背板;DP高清接口;256bit位宽;HDMI接口;双风扇散热;16GB大显存,100152526585,1000+,100152526585
RX 9070 GRE 自营,AMD锐龙R5 9500F/7650GRE/9070GRE/5060独显台式组装机游戏电竞三角洲行动电脑主机DIY整机海景房 套餐七：9500F+RX9070GRE,7999.00,AMD电竞旗舰店,套餐七：9500F+RX9070GRE,31,jfs/t1/427044/1/4298/126004/69f07af1F1a52685b/00833203203b25b3.jpg,16816715,高效显卡,10204358451547,,10204358451547
RX 9070 GRE 自营,微星全家桶AMD 9600X 9700X 7800X3D搭9070GRE 7650GRE电竞游戏直播AI设计主机台式机整机diy组装机 配置五：R7 9700X+RX9070GRE,7669.00,微星板U旗舰店,配置五：R7 9700X+RX9070GRE,2,jfs/t1/429752/9/2850/136655/69f46a28Fe8872f2f/00833203205b68a7.jpg,13793533,,10145266144382,,10145266144382
RX 9070 GRE 自营,讯景（XFX） 讯景 RX 系列  二手独立游戏显卡 RX 9070 GRE,3309.00,拍拍二手自营旗舰店,,92,jfs/t1/410751/28/16464/196619/69cde3e2F672e9932/008332032032334f.png,16943539,超高极致性价比;满足高性能需求;支持个性化改装,10218461337218,100+,10218461337218
RX 9070 GRE 自营,AMD锐龙5 7500F/7650GRE/9070GRE/5060独显台式组装机主流游戏电竞直播设计电脑主机DIY整机 套餐六：7500F+RX9070GRE,7749.00,AMD电竞旗舰店,套餐六：7500F+RX9070GRE,200+,jfs/t1/415824/37/20748/126804/69df0779Ffc7f377e/008332032034cb49.jpg,16816715,流畅游戏体验;游戏流畅;高性能处理;高清画质呈现;显卡强劲;电竞旗舰;直播优质;锐龙7500F;快速响应速度;稳定运行,10133006661931,500+,10133006661931
RX 9070 GRE 自营,微星全家桶AMD 9600X 9700X 7800X3D搭9070GRE 7650GRE电竞游戏直播AI设计主机台式机整机diy组装机 配置六：R7 7800X3D+RX9070GRE,8039.00,微星板U旗舰店,配置六：R7 7800X3D+RX9070GRE,2,jfs/t1/427126/15/11164/137731/69f46a28F8ddd06b5/0083320320e6c17d.jpg,13793533,剪辑利器;AI设计;电竞游戏;流畅运行;直播利器,10198843686111,,10198843686111
RX 9070 GRE 自营,AMD全品牌 RX6000系 6600/6700/6750/6800/6900独立二手游戏显卡 RX 9070 GRE,3309.00,拍拍二手自营旗舰店,,500+,jfs/t1/412119/18/11278/277404/69cde585F4e56167c/0083320320cdd330.png,16943539,炫彩灯光;二手优选;炫彩灯效;RGB灯效,10210350268673,1000+,10210350268673
RX 9070 GRE 自营,蓝宝石（Sapphire） 蓝宝石 RX系列 二手独立游戏显卡 RX 9070 GRE,3689.00,拍拍二手自营旗舰店,,88,jfs/t1/412463/15/10426/234231/69cde3ddFe92e2a0f/0083320320bb946f.png,16943539,超高极致性价比;支持个性化改装 ;满足高性能需求,10218460492910,100+,10218460492910
RX 9070 GRE 自营,微星（MSI）全家桶AMD锐龙9600X/5060/5070游戏主机电脑台式机组装电脑主机DIY整机白色海景房组装机 配置十三9600X+RX9070GRE12G OC,8599.00,微星电脑配件旗舰店,配置十三9600X+RX9070GRE12G OC,100+,jfs/t1/418909/28/2883/164284/69da110cFa1685f28/0083320320db3b5a.jpg,14992305,一线品牌;纯白海景房;电竞主机;多任务处理;快速响应;流畅游戏;高清画质;强处理器;稳定运行;超强显卡,10154596085433,300+,10154596085433
RX 9070 GRE 自营,蓝宝石（Sapphire）AMD RADEON RX 9070 GRE 合金/脉动/极地 台式电脑主机独立电竞高性能游戏显卡 RX 9070 GRE 极地+蓝宝石750W,4549.00,蓝宝石显卡旗舰店,RX 9070 GRE 极地+蓝宝石750W,5000+,jfs/t1/320776/15/22213/92906/68931a60Fe3947392/daf44a278d060422.jpg,12856364,游戏电竞;HDMI接口;AMD芯片;散热风扇;高性能显卡,10162642444932,6000+,10162642444932
RX 9070 GRE 自营,技嘉【白条3期免息】技嘉 RX 9070/XT 显卡 魔鹰/白魔鹰/小雕 台式机电脑AI渲染设计电竞游戏显卡 RX9070GRE 魔鹰 OC+P750GM,4499.00,技嘉电脑硬件旗舰店,RX9070GRE 魔鹰 OC+P750GM,200+,jfs/t1/247406/40/31921/189713/68f59271Fd99b5147/68352205a741b904.jpg,13051735,灯效炫酷;高清输出;GDDR6;12GB大显存;高效散热;强劲性能;PCIe 5.0;HDMI输出;超大显存;炫彩灯效设计,10153932892987,400+,10153932892987
RX 9070 GRE 自营,技嘉【白条3期免息】AMD RX 9070 XT 16G显卡 魔鹰小雕 台式机电脑游戏DeepSeek智能AI学习绘图渲染 【套装】RX9070GRE 魔鹰+750W金牌电源,4699.00,技嘉DIY旗舰店,【套装】RX9070GRE 魔鹰+750W金牌电源,200+,jfs/t1/421567/26/20990/200518/69f30746Fc0922a9f/00833203205d5646.jpg,13261986,智能AI学习;256bit位宽;RGB灯效;深度绘图渲染;16G大显存;DP接口,10154100742010,200+,10154100742010
RX 9070 GRE 自营,微星（MSI）全家桶AMD锐龙5 7500F/9600X/5060Ti/5070/9070XT台式组装机游戏电竞三角洲行动电脑主机DIY整机 配置八：9600X+RX9070GRE,8299.00,微星电脑硬件旗舰店,配置八：9600X+RX9070GRE,2000+,jfs/t1/429227/37/1425/154982/69f1b9a8F0f52a72e/0083320320d915d8.jpg,10283504,游戏流畅;流畅游戏;高清画质;显卡强劲;大容量存储;电竞利器;超清画质;稳定运行;高性能处理,10137041069360,2000+,10137041069360
RX 9070 GRE 自营,技嘉（GIGABYTE）AMD RX 9070 XT 16G显卡9070GRE 魔鹰小雕 台式机电脑游戏DeepSeek智能AI学习绘图视频渲染 【套装】RX9070GRE 魔鹰+750W金牌电源,4699.00,技嘉旗舰店,【套装】RX9070GRE 魔鹰+750W金牌电源,2000+,jfs/t1/425913/20/16089/485368/69f7f625Fc2530022/0083320320b3d1aa.png,10082112,多任务处理;稳定性能;至佳搭档;高效散热;快游戏体验;24G显存;AMD芯片;服务器级导热;创新技术;散热高效风扇,10025396578439,2000+,10025396578439
RX 9070 GRE 自营,AMD锐龙7 5700X ITX桌面手提便携小主机 电竞游戏组装电脑 小型桌面大学生宿舍便携电脑 配置9:5700X/9070GRE,7699.00,AMD组装电脑旗舰店,配置9:5700X/9070GRE ,66,jfs/t1/425749/39/8150/133936/69f07b3fFaa9e6d33/0083320320cc9cdc.jpg,16825952,小型主机;便携手提;高性能,10196844961734,,10196844961734
RX 9070 GRE 自营,微星（MSI）全家桶 锐龙R7 7800X3D 5060Ti/5070/5070Ti/5080电竞游戏直播组装电脑设计渲染AI本地部署台式机 配11:7800X3D/RX9070GRE,10399.00,微星DIY旗舰店,配11:7800X3D/RX9070GRE,100+,jfs/t1/425685/33/8273/138685/69eeb9f6Fb42f1c6c/00833203207ea141.jpg,16171418,,10164970244671,400+,10164970244671
RX 9070 GRE 自营,蓝宝石AMD RX 9070GRE台式机电脑黑神话悟空游戏 deepseek人工智能Ai绘画设计渲染台式电脑显卡 RX 9070GRE极地+650W,4349.00,蓝宝石旗舰店,RX 9070GRE极地+650W,2000+,jfs/t1/399570/17/14269/82556/69acdfb1F0511b868/00833203208d6dc6.jpg,16118816,游戏加速;AMD芯片;极地散热;高效能显卡;12G显存;HDMI输出,10161346304930,2000+,10161346304930
RX 9070 GRE 自营,蓝宝石（Sapphire）RX9070GRE 12G 脉动/合金脉动/极地 三角洲无畏契约战地CSGO绝地求生3A游戏电竞台式机电脑显卡 9070GRE合金脉动+BN750W铜牌电源,4299.00,蓝宝石DIY电脑旗舰店,9070GRE合金脉动+BN750W铜牌电源,66,jfs/t1/343371/23/1030/465293/68be8f3aFc4fdd2c6/3a96060e7f07e4a7.png,16644618,顺丰包邮;剪辑直播;电竞游戏;稳定供电;强劲流处理;大位宽设计;高转换效率;快速传输;超频加速,10181351947142,,10181351947142
RX 9070 GRE 自营,技嘉技嘉AMD锐龙9 9950X/RX9070XT旗舰游戏直播设计ai绘图全家桶台式电脑主机 一：锐龙9 9950X丨RX9070GRE,15199.00,技嘉旗舰店,一：锐龙9 9950X丨RX9070GRE,4,jfs/t1/304964/13/16484/91618/686c83c4F0ac1c611/da4851a9795f984f.jpg,10082112,海景房;神光同步;SLC缓存,10131340417936,,10131340417936
RX 9070 自营,讯景（XFX）AMD RADEON RX 9070 GRE OC 黑狼 12GB 全新电竞游戏设计智能学习台式电脑独立显卡,3788.00,XFX讯景京东自营旗舰店,RX9070GRE OC黑狼,2000+,jfs/t1/422451/1/19976/92389/69f30854F38e4e5aa/00833203204597bd.jpg,1000470963,OC超频;性能相变片;温控三风扇;HDMI接口,100290346194,5000+,100290346194
RX 9070 自营,瀚铠（VASTARMOR）AMD RADEON RX 9070 GRE 12GB OC 黑色合金 电竞游戏AI渲染设计智能学习台式电脑独立显卡,4050.00,瀚铠（VASTARMOR）显卡京东自营旗舰店,RX 9070 GRE 12G 黑色合金显卡,200+,jfs/t1/395883/13/19676/135428/69a6afc1F36b97242/0083320320d37eea.png,1000411546,黑色合金;OC性能;AI渲染;双风扇散热,100168595969,300+,100168595969
RX 9070 自营,盈通（yeston）AMD RADEON RX 9070 XT 16GD6 樱瞳花嫁 OC 超频版 三风扇 全新游戏独立显卡,5599.00,盈通京东自营旗舰店,【RX 9070XT  16G】樱瞳花嫁,5000+,jfs/t1/409834/13/13987/135834/69c9ef83Fb6b76d5a/008332032069cbeb.jpg,1000005645,ARGB灯效;颜值与实力劲爆;游戏专用;散热升级,100192231344,6000+,100192231344
RX 9070 自营,技嘉（GIGABYTE）AMD RX 9070XT显卡 小雕 ELITE 16G + AMD 9850X3D CPU,11298.00,,【卡U套装】9070XT小雕＋9850X3D,2000+,jfs/t1/388352/36/10728/144200/6971ef60F25faf62e/0083320320d29484.jpg,0,高清输出;RGB灯效;RGB炫彩;高清显示输出;多接口设计;256位宽度;散热高效;散热效率高;多端口连接;接口丰富,100319164018,2000+,100319164018
RX 9070 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 海外版Ultra 16GB 全新电竞游戏设计智能学习台式电脑独立显卡,5999.00,XFX讯景京东自营旗舰店,RX9070XT OC海外版Ultra黑,2万+,jfs/t1/425100/39/13545/848201/69f72566Fe3da8fbd/093b320320d26d7a.png,1000470963,全镀镍工艺;专为游戏玩家打造;散热超高效,100145837565,3万+,100145837565
RX 9070 自营,瀚铠（VASTARMOR）AMD RADEON RX 9070 GRE 12GB OC 白色合金 电竞游戏AI渲染设计智能学习台式电脑独立显卡,4049.00,瀚铠（VASTARMOR）显卡京东自营旗舰店, RX 9070 GRE 12G 白色合金显卡,200+,jfs/t1/399554/10/8649/106064/69a6b0aeF84857946/00833203209956e5.png,1000411546,双风扇散热;GDDR6;潮流设计;12GB大显存,100217235142,300+,100217235142
RX 9070 自营,盈通（yeston）AMD RADEON RX 9070 XT 16GD6 大地之神 双风扇 全新游戏独立显卡,5599.00,盈通京东自营旗舰店,【RX 9070XT  16G】大地之神,5000+,jfs/t1/409109/22/11557/91891/69c9ef82F392086b7/00833203203b7455.jpg,1000005645,双风扇散热;散热升级;风道优化;性能强劲,100211809102,6000+,100211809102
RX 9070 自营,技嘉（GIGABYTE）9070XT显卡 魔鹰 AMD Radeon RX 9070 XT GAMING OC 16G AI游戏设计剪辑OpenClaw本地部署显卡,5699.00,技嘉京东自营旗舰店,【9070XT魔鹰-16G】经典高规,2000+,jfs/t1/423844/34/19219/156533/69f3239eFa6013f20/0083320320d8670c.jpg,1000000297,加固结构;散热高效;RGB灯效;电竞级性能,100193973720,2000+,100193973720
RX 9070 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 海外版Ultra 16GB 白色 全新电竞游戏设计智能学习台式电脑独立显卡,5999.00,XFX讯景京东自营旗舰店,RX9070XT OC海外版Ultra白,2万+,jfs/t1/423772/2/15676/106861/69f30854Fddfe50e1/00833203202fd1ec.jpg,1000470963,6千+店铺会员浏览;外观超好看,100137955541,3万+,100137955541
RX 9070 自营,蓝宝石（Sapphire）AMD Radeon™ RX 9070 GRE 12GB GDDR6 METAL 合金脉动 deepseek AI人工智能 电竞游戏独立显卡,4099.00,,,500+,jfs/t1/429976/38/2137/105635/69f412d2Fdc7895b9/0083320320b48795.jpg,0,RDNA4架构;全尺寸金属背板;12G大显存;高清输出,100216690404,1000+,100216690404
RX 9070 自营,盈通（yeston）AMD RADEON RX 9070 -16GD6 樱瞳水着 Atlantis OC 超频版 三风扇 全新游戏独立显卡,5199.00,盈通京东自营旗舰店,【RX 9070 16G】Atlantis OC,200+,jfs/t1/400760/29/14985/170233/69af86abF7613e9b2/0083320320954dee.jpg,1000005645,散热强劲;变色龙漆;自带花香;ARGB灯效;AMD芯片强;HDMI接口;三风扇散热;全新游戏卡;PCIe 5.0;超频性能,100151934191,300+,100151934191
RX 9070 自营,技嘉 小雕OC 9070XT 16G 显卡,6299.00,技嘉京东自营旗舰店,【9070XT小雕-16G】旗舰信仰,2000+,jfs/t1/429138/40/4057/161029/69f3239fF9dd6f349/008332032013b6b5.jpg,1000000297,PCIe 5.0;散热风扇强劲;风之力散热系统;双BIOS模式,100193973782,2000+,100193973782
RX 9070 自营,华擎（ASRock）AMD RADEON RX 9070 XT Steel Legend Dark 钢铁传奇 黑色款 16GB 电竞游戏设计电脑显卡,6299.00,华擎京东自营旗舰店,RX9070XT 钢铁传奇 黑色 16G,200+,jfs/t1/400509/4/12219/137596/69ad8da4F1603c5be/00833203202de643.jpg,1000000509,高清输出;散热强劲;多接口设计;游戏利器;电竞之选,100213868792,300+,100213868792
RX 9070 自营,讯景（XFX）AMD RADEON RX 9070 XT 海外版 16GB 全新电竞游戏设计智能学习台式电脑独立显卡,5799.00,XFX讯景京东自营旗舰店,RX9070XT海外版黑,2万+,jfs/t1/424347/1/18204/92612/69f30854Fa2867a99/008332032070a0ec.jpg,1000470963,可拆卸幻翼;电竞设计;PCIe 5.0;性能相变片,100183080274,3万+,100183080274
RX 9070 自营,技嘉（GIGABYTE）9070XT显卡 冰魔鹰AMD Radeon RX 9070 XT GAMING OC ICE 16GAI游戏设计剪辑OpenClaw本地部署显卡,5799.00,技嘉京东自营旗舰店,【9070XT冰魔鹰-16G】纯白高规,2000+,jfs/t1/428070/34/5497/161575/69f3239fFf650ea97/0083320320b4a776.jpg,1000000297,散热升级;加固结构;仿生风扇;冰魔散热,100215836073,2000+,100215836073
RX 9070 自营,华硕（ASUS）PRIME RX9070XT O16G AMD RADEON RX 9070 XT电竞游戏显卡,6099.00,华硕京东自营旗舰店,【PRIME RX9070XT 】,1000+,jfs/t1/256931/16/28187/129967/67c82e51F2180fbf5/a43f4f4761e60ded.jpg,1000000225,全新外观设计;2.5插槽;高速显存位宽;大容量显存;高清视频输出;多接口设计;强劲芯片组,100193357148,2000+,100193357148
RX 9070 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 凤凰涅槃 16GB 全新电竞游戏设计智能学习台式电脑独立显卡,6199.00,XFX讯景京东自营旗舰店,RX9070XT OC凤凰涅槃黑,2万+,jfs/t1/424271/4/19353/98469/69f30854F0311345b/0083320320b31b90.jpg,1000470963,ARGB灯效;磁吸涡扇;电竞设计;均热板+相变片,100183080310,3万+,100183080310
RX 9070 自营,蓝宝石（Sapphire）AMD Radeon™ RX 9070 XT 16GB GDDR6 METAL 合金脉动 deepseek AI人工智能 电竞游戏独立显卡,5699.00,,RX 9070 XT 合金脉动,5000+,jfs/t1/429614/37/2898/105450/69f411d2F0af49712/0083320320cc4351.jpg,0,RDNA4架构;256bit位宽;游戏流畅;金属外壳,100193118852,6000+,100193118852
RX 9070 自营,华硕（ASUS）TUF RX9070XT O16G GAMING AMD RADEON RX 9070 XT电竞游戏显卡,6299.00,华硕京东自营旗舰店,【TUF RX9070XT 】,1000+,jfs/t1/265203/11/28725/85095/67c9a38dF5a1f2936/a7950516e153a162.jpg,1000000225,TUF级别组件;轴流风扇;多接口设计;256bit位宽;高清输出;高效散热;16GB大显存,100152685909,2000+,100152685909
RX 9070 自营,蓝宝石（Sapphire） AMD Radeon™ RX 9070 16GB GDDR6 METAL 合金脉动 deepseek AI人工智能 电竞游戏独立显卡,5199.00,,,1000+,jfs/t1/375151/10/8672/109120/693bcc8bFb57f009a/9b0121e495874ea3.jpg,0,16G大显存;RDNA4架构;全尺寸金属背板;DP高清接口;256bit位宽;HDMI接口;双风扇散热;16GB大显存,100152526585,1000+,100152526585
