搜索字段,商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
AMD锐龙7 CPU 自营,华硕ROG STRIX X870E-H GAMING WIFI7主板+AMD 锐龙7 9800X3D CPU  主板+CPU套装,5949.00,华硕京东自营旗舰店,ROG X870E-H WIFI7+9800X3D,2000+,jfs/t1/403687/20/14197/136723/69b8f3a9F01ddb4ca/0083320320a37802.jpg,1000000225,WIFI7;华硕品质;游戏专用;ATX标准;AMD平台,100331153950,5000+,100331153950
AMD锐龙5 CPU 自营,AMD锐龙 5 9600X处理器(R5) 4nm 6核12线程 加速频率至高5.4GHz 盒装CPU 畅玩打瓦/三角洲/CSGO,1349.00,AMD京东自营旗舰店,9600X盒装CPU,2万+,jfs/t1/424061/14/19093/95421/69f32c01Fabbcf815/008332032050563e.jpg,1000000706,高性能游戏;超频发烧利器;高效游戏体验;优质畅玩,100110580225,5万+,100110580225
AMD锐龙5 CPU 自营,AMD锐龙5 5600处理器(r5)7nm 6核12线程 加速频率至高4.4GHz AM4盒装CPU 畅玩无畏契约/CSGO,879.00,AMD京东自营旗舰店,R5-5600|3.5GHz|6核12线程,5万+,jfs/t1/425843/3/14133/96532/69f32c74Fd9624791/0083320320299be8.jpg,1000000706,高效能核芯;快速编译;游戏强芯;智能性能,100035814972,7万+,100035814972
AMD锐龙5 CPU 自营,AMD锐龙5 5500X3D处理器6核12线程99MB缓存加速频率至高4GHz盒装游戏CPU畅玩三角洲\无畏契约\CS2,1278.99,AMD京东自营旗舰店,R5-5500X3D|3GHz|6核12线程,20万+,jfs/t1/429613/39/1933/100533/69f329c6F9eca7b21/00833203200fbf9b.jpg,1000000706,至高可达4GHz;99MB游戏缓存;6核心12线程;快速响应速度;电竞游戏利器;多核性能;大容量缓存;高效能处理;高频加速,100324563018,30万+,100324563018
AMD锐龙5 CPU 自营,AMD锐龙 5 9500F 处理器(R5) 4nm 6核12线程 加速频率至高5GHz 盒装CPU 畅玩打瓦/三角洲/CSGO,1299.00,AMD京东自营旗舰店,9500F盒装CPU,1000+,jfs/t1/427313/22/8768/88412/69f32a37F24a5b95c/0083320320f308a2.jpg,1000000706,32MB缓存;至高达5GHz;超频至5GHz;电竞娱乐专属;强劲性能;6核12线程;畅玩英雄联盟;流畅魔兽世界;游戏流畅;5GHz加速,100206255693,1000+,100206255693
AMD锐龙5 CPU 自营,【主板cpu套装】华硕 B650M重炮手主板+AMD 锐龙5 8600G CPU 主板+CPU套装,2218.00,华硕京东自营旗舰店,8600G,95,jfs/t1/127605/33/38278/135874/65ba3c2cFed38f8f3/9ad9004535da0e0e.jpg,1000000225,14供电模组;主板一年换新;M.2便捷卡扣;游戏利器;性能卓越;高频加速;高品质主板;换新无忧;兼容性强;散热优良,100093727748,200+,100093727748
AMD锐龙5 CPU 自营,华硕TUF GAMING B650EM-PLUS WIFI主板+AMD 锐龙5  9600X CPU  主板+CPU套装,2398.00,华硕京东自营旗舰店,B650EM 重炮手+9600X,2000+,jfs/t1/288943/36/4828/129701/68206c27Fe983b9cd/0cdafdcd498c8e0b.jpg,1000000225,强劲性能;紧凑设计;游戏专用;无线连接,100172207113,4000+,100172207113
AMD锐龙5 CPU 自营,AMD锐龙R5 9600X+微星B850M GAMING WIFI6E DDR5主板+CPU板U套装,2349.00,AMD电脑京东自营旗舰店,R5 9600X+微星B850M GAMING,500+,jfs/t1/403820/31/1079/113337/69b3b0a4F60cd9b05/00833203203fcbdb.jpg,1000481867,AMD锐龙;微星品质;高速传输;紧凑设计;DDR5内存;WiFi 6E;高性能处理;游戏专用;DDR5支持,100235902001,1000+,100235902001
AMD锐龙5 CPU 自营,AMD锐龙5 7500F处理器(r5)5nm 6核12线程 加速频率至高5GHz AM5盒装CPU 畅玩打瓦/三角洲/CSGO,829.00,AMD京东自营旗舰店,7500F盒装CPU,2万+,jfs/t1/423694/29/20171/86631/69f32c56F14c6eb06/0083320320dfe668.jpg,1000000706,先进架构设计;高效多线程;5nm制程技术;优化性能表现,100059227024,6万+,100059227024
AMD锐龙5 CPU 自营,华硕【主板cpu套装】TUF GAMING B650M-PLUS主板+AMD 锐龙5 9600X CPU  主板+CPU套装,2298.00,华硕京东自营旗舰店,B650M重炮手+9600X,2000+,jfs/t1/65483/25/27530/136984/66a094f6F3f6cfe78/619dbe62e1c040be.jpg,1000000225,主板一年换新;2个M.2插槽;神光同步;兼容性强;游戏利器;强劲性能;畅玩无忧;丰富接口;精致设计;高效性能,100131197466,4000+,100131197466
AMD锐龙5 CPU 自营,AMD锐龙R5 9600X+华硕 PRIME B650M-F DDR5主板+CPU板U套装,2069.00,AMD电脑京东自营旗舰店,R5 9600X+华硕 PRIME B650M-F,500+,jfs/t1/378714/30/23685/113706/695f4632Fb7e0f66b/f5124738dfac72ee.jpg,1000481867,,100235902035,1000+,100235902035
AMD锐龙5 CPU 自营,AMD 锐龙5 5600GT处理器(r5) 6核12线程 加速频率至高4.6GHz 含Radeon Graphics集显,1069.00,AMD京东自营旗舰店,R5-5600GT|3.6GHz|6核12线程,20万+,jfs/t1/429842/35/1417/96283/69f329c8Fc42f5e92/008332032033b0fb.jpg,1000000706,极速加速;强劲性能;流畅游戏;高效多核,100085063817,30万+,100085063817
AMD锐龙5 CPU 自营,华硕TUF GAMING B850M-E WIFI主板+AMD 锐龙5  9600X CPU  主板+CPU套装,2498.00,华硕京东自营旗舰店,TUF B850M-E +9600X,2000+,jfs/t1/301636/7/23032/90221/68760231Fd5b39d9b/497dd1663b90688e.png,1000000225,紧凑设计;强劲性能,100251350670,4000+,100251350670
AMD锐龙5 CPU 自营,AMD锐龙R5 9600X+华硕 TUF GAMING B850M-E WIFI DDR5主板+CPU板U套装,2599.00,AMD电脑京东自营旗舰店,9600X+华硕 TUF GAMING B850M-E,500+,jfs/t1/409311/28/4437/118392/69c37658Fba2345c7/00833203205eb782.jpg,1000481867,游戏利器;WiFi集成;强劲性能;DDR5内存,100314799988,1000+,100314799988
AMD锐龙5 CPU 自营,AMD锐龙5 7600X处理器(r5) 6核12线程 加速频率至高5.3GHz 105W AM5 盒装CPU 畅玩打瓦/三角洲/CSGO,1236.00,AMD京东自营旗舰店,,1万+,jfs/t1/409783/21/5775/44904/69c4db34Fdb844d39/00833203209190f2.jpg,1000000706,高性能缓存;ZEN 4架构;5纳米工艺;流畅游戏表现;多核处理;大缓存加持;电竞利器;高频性能;流畅游戏;快速响应,100039537655,1万+,100039537655
AMD锐龙5 CPU 自营,【主板cpu套装】华硕 B550M WIFI II 重炮手主板+AMD 锐龙5 5600 CPU 主板+CPU套装,1689.00,华硕京东自营旗舰店,华硕B550M重炮手+5600,5万+,jfs/t1/90883/37/42334/186349/65a5f58aFf365e67e/86576cec0bff946b.jpg,1000000225,2.5G网卡;便捷升级;1年换新;10供电模组,100086181102,7万+,100086181102
AMD锐龙5 CPU 自营,AMD锐龙R5 9600X+微星 PRO B650M-B DDR5主板+CPU板U套装,2049.00,AMD电脑京东自营旗舰店,R5 9600X+微星 PRO B650M-B,500+,jfs/t1/402829/25/20660/113002/69b8b6c1F814e8191/00833203207ae410.jpg,1000481867,微星品质;锐龙兼容;强劲性能;B650芯片;DDR5支持,100314799992,1000+,100314799992
AMD锐龙5 CPU 自营,七彩虹（Colorful） 主板CPU套装BATTLE-AX B850M-PLUS S WIFI7 V14+AMD 锐龙 5 9600X主板+CPU套装,2169.00,七彩虹京东自营旗舰店,七彩虹B850M 超级黑刃+9600X,2万+,jfs/t1/332951/2/18774/161075/68db4207Fd683422a/8c9e06df33d3e783.jpg,1000000267,正品盒装带票;主板3年质保;买套装更优惠;优质盒装,100284567344,5万+,100284567344
AMD锐龙5 CPU 自营,微星（MSI）B650M GAMING WIFI+锐龙AMD R5 9600X主板CPU套装,2168.00,微星京东自营旗舰店,,2000+,jfs/t1/308682/3/9063/137669/684b9fd9F03406f8b/ee2c0f416327daf2.jpg,1000000266,极速传输;稳定信号;游戏优化;高效散热,100131546474,3000+,100131546474
AMD锐龙5 CPU 自营,华硕TUF GAMING B550M-PLUS WIFI II重炮手主板+AMD 锐龙5 5600GT CPU 主板+CPU套装,1888.00,华硕京东自营旗舰店,5600GT,200+,jfs/t1/230838/29/12947/162638/65ba395aF5685211d/4d48f8bb5b758fe3.jpg,1000000225,10供电模组;2.5G网卡;主板一年换新;稳定性能;优质组合;便捷连接;卓越性能;快速响应;一体化设计;智能升级,100093942290,700+,100093942290
AMD锐龙5 CPU 自营,七彩虹（Colorful） 主板CPU套装 CVN B650M GAMING FROZEN V14+AMD 锐龙5 9600X CPU 主板+CPU套装,2019.00,七彩虹京东自营旗舰店,七彩虹B650M 战列舰WIFI+9600X,2万+,jfs/t1/374521/4/11779/169144/693be38aF1754817b/a2b5849736b1bd02.jpg,1000000267,主板换新;游戏优化;卓越兼容;节能设计;快速响应;极致体验;高质主板;丰富接口;强劲处理;四年质保,100111489777,5万+,100111489777
AMD锐龙5 CPU 自营,AMD锐龙5 8600G处理器 6核12线程 内置NPU支持AI含Radeon Graphics集显 盒装CPU畅玩打瓦/三角洲/CSGO,1269.00,AMD京东自营旗舰店,R5 8600G|4.3GHz|6核12线程,5000+,jfs/t1/429514/34/2901/89293/69f329b6Fdfeaf0db/0083320320121c92.jpg,1000000706,4.3GHz;内置集显;电竞娱乐;高效能核显;高性价比选手;低画质畅玩;极速加速;8000系列新秀;英雄联盟;流畅1080P,100091921754,8000+,100091921754
AMD锐龙5 CPU 自营,【主板cpu套装】华硕 B650M重炮手主板+AMD 锐龙5 7500F CPU 主板+CPU套装,1798.00,华硕京东自营旗舰店,华硕B650M重炮手+7500F,2万+,jfs/t1/132603/16/40435/157076/65a63aedF22fd3c8c/2e0a47e0dc31bb45.jpg,1000000225,主板一年换新;14供电模组;M.2便捷卡扣;无忧换新;紧凑设计;强劲核心;畅快游戏;优质散热;多年耐用;强悍兼容,100081235879,6万+,100081235879
AMD锐龙5 CPU 自营,华硕TUF GAMING B850M-PLUS WIFI7重炮手主板+AMD 锐龙5  9600X CPU  主板+CPU套装,2669.00,华硕京东自营旗舰店,华硕B850M重炮手WIFI7+9600X,2万+,jfs/t1/346927/13/11496/124990/68e9c269Ffa2b0bdb/4f43d32b2e54a337.jpg,1000000225,主板一年换新;3个M.2接口;三档性能调节;紧凑设计;强劲性能;游戏专用;强劲处理,100278773646,5万+,100278773646
AMD锐龙5 CPU 自营,华硕TUF GAMING B550M-PLUS WIFI II+AMD 锐龙5 5500X3D CPU  主板+CPU套装,2088.00,,5500X3D,200+,jfs/t1/400164/4/6264/154176/69a6513cFcc9c3676/0083320320c956e4.jpg,0,紧凑设计;强劲性能;无线连接,100327808206,600+,100327808206
AMD锐龙5 CPU 自营,华硕TUF GAMING B650EM-PLUS WIFI主板+AMD 锐龙5  7500F CPU  主板+CPU套装,1878.00,华硕京东自营旗舰店,华硕B650EM重炮手WIFI+7500F,2万+,jfs/t1/290281/20/5581/127492/68206c2aF939dcf0e/f775d508a516f359.jpg,1000000225,紧凑设计;无线连接;强劲性能;游戏专用,100222647170,6万+,100222647170
AMD锐龙5 CPU 自营,AMD锐龙5 8500G处理器(r5) 6核12线程 含Radeon Graphics集显 盒装CPU畅玩打瓦/三角洲/CSGO,1349.00,AMD京东自营旗舰店,R5 8500G|3.5GHz|6核12线程,5000+,jfs/t1/429219/34/3449/85614/69f329b8Fc516369b/008332032030379c.jpg,1000000706,流畅多任务;集显游戏利器;节能高效;优秀兼容性;迅速响应;加速5.0GHz;稳定游戏体验;高效能核显;锐龙R5强劲;电竞娱乐优质,100085063819,8000+,100085063819
AMD锐龙5 CPU 自营,华硕TX GAMING B650EM WIFI W天选主板+AMD 锐龙5 9600X CPU  主板+CPU套装,2348.00,华硕京东自营旗舰店,B650M 天选+9600X,2000+,jfs/t1/275949/21/14699/137112/67ecdfb1F8a7eb2f4/c11c975a48c474b5.jpg,1000000225,紧凑设计;AMD平台,100201357448,4000+,100201357448
AMD锐龙5 CPU 自营,AMD&微星 暗黑骑士 锐龙5 9600X/RTX5060Ti/16G/1T 电竞游戏台式DIY组装电脑主机整机全家桶,8999.00,AMD电脑京东自营旗舰店,R5 9600X/RTX5060Ti/16G/1T,5000+,jfs/t1/424384/20/10656/198342/69eed07bF591d5f38/0083320320be60d3.jpg,1000481867,三年保修;暗黑骑士;一级能效;晒单返现,100213891104,6000+,100213891104
AMD锐龙5 CPU 自营,七彩虹（Colorful） 主板CPU套装CVN B850M ARK FROZEN V14+AMD 锐龙 5 9600X主板+CPU套装,2448.00,七彩虹京东自营旗舰店,R5 9600X,200+,jfs/t1/338916/31/20628/157637/68f0a65dFa6180be9/695d23bc6bae25f2.jpg,1000000267,超值套装;四年质保,100289721396,700+,100289721396
AMD锐龙5 CPU 自营,微星（MSI）MAG B650M MORTAR WIFI迫击炮+锐龙AMD R5 9600X主板CPU套装,2448.00,微星京东自营旗舰店,微星B650M 迫击炮WIFI+9600X,2万+,jfs/t1/313135/8/8897/114474/684b9fe0F9651120f/8d9e913f396a07a5.jpg,1000000266,多重防护;高速连接;灵活扩展;高效散热,100131546458,5万+,100131546458
英特尔酷睿Ultra 7 CPU 自营,微星（MSI）B860M GAMING PLUS WIFI DDR5主板+英特尔15代Ultra7 265KF CPU板U套装,3099.00,微星电竞主机京东自营旗舰店,U7 265KF+【B860M】 GAMING PLUS,1000+,jfs/t1/292915/1/15729/622138/6856f3eeFfd6ca485/e5fb94363257f7b0.png,1000472523,200+店铺粉丝浏览;超100万人关注店铺,100167205563,1000+,100167205563
英特尔酷睿Ultra 7 CPU 自营,英特尔（Intel）酷睿 Ultra 7 处理器 270K Plus 台式机 24核24线程 盒装CPU 畅玩三角洲行动/无畏契约,2499.00,英特尔京东自营旗舰店,Ultra 7 270K Plus,1000+,jfs/t1/425469/20/13115/415528/69f19de0Fba3649ab/008332032064ffda.png,1000000693,节能稳定静音;内置核显;全新二进制技术;日常办公利器;游戏英雄联盟;超频解锁;5.5GHz频率;24核24线程,100244554139,2000+,100244554139
英特尔酷睿Ultra 7 CPU 自营,英特尔（Intel）酷睿 Ultra 7处理器265K 台式机 20核20线程 盒装CPU套装 游戏电竞办公 畅玩三角洲行动,2029.00,英特尔京东自营旗舰店,20核20线程 Ultra 7 265K,1万+,jfs/t1/427984/23/5379/87442/69f19de2F3ca987f0/0083320320477020.png,1000000693,省电静音;3D混合架构;电竞优质;多任务处理,100120799071,4万+,100120799071
英特尔酷睿Ultra 7 CPU 自营,英特尔（Intel）酷睿 Ultra 7处理器265KF 台式机 20核20线程 盒装CPU套装 游戏电竞办公 畅玩三角洲行动,1919.00,英特尔京东自营旗舰店,Ultra7 265KF盒装CPU,2000+,jfs/t1/429478/6/418/83466/69f19de1Ff821f03e/008332032017ec10.png,1000000693,高性能核心;多核高效能;5.5睿频至高;电竞优质,100120799085,5000+,100120799085
英特尔酷睿Ultra 7 CPU 自营,微星（MSI）主板CPU套装MAG B860M MORTAR WIFI+Intel 酷睿 Ultra 7 270K  PLUS 板U套装,3449.00,,,9,jfs/t1/408285/38/12081/365991/69c4bfbdF99f75287/0083320320d7d2f0.png,0,WiFi集成;英特尔处理;紧凑设计;优惠套装;四年质保,100335737272,,100335737272
英特尔酷睿Ultra 7 CPU 自营,铭瑄MS-iCraft B860M CROSS PRO电脑主板+英特尔酷睿 Ultra 7 270K PLUS处理器主板CPU套装,3569.00,,铭瑄瑷珈B860M PRO+270K PLUS,1000+,jfs/t1/408424/6/1970/124897/69c1116aFcb688abc/0083320320ff48aa.jpg,0,个人送保;紧凑设计;英特尔处理;套装优惠;英特尔处理器,100251141341,2000+,100251141341
英特尔酷睿Ultra 7 CPU 自营,微星（MSI）主板CPU套装MAG B860M MORTAR WIFI+英特尔酷睿 Ultra 7 265K 板U套装,3129.00,微星京东自营旗舰店,微星B860M 迫击炮WIFI+265K,1万+,jfs/t1/321671/3/13939/169855/6895b1caFa425dc56/d63cfd9d2d271474.jpg,1000000266,扩展散热片;EZ DIY;强劲性能;无线连接,100143388763,4万+,100143388763
英特尔酷睿Ultra 7 CPU 自营,微星(MSI)主板CPU套装Z890 EDGE TI WIFI+英特尔酷睿Ultra U7 265KF 板U套装,3999.00,微星京东自营旗舰店,微星Z890刀锋钛 WIFI+265KF,2000+,jfs/t1/423620/5/14052/163531/69ef175eFc01b52cf/00833203208e3a8a.jpg,1000000266,套装更优惠;主板三年质保;官方自营;高性能主板;酷睿Ultra;ATX标准,100151718575,5000+,100151718575
英特尔酷睿Ultra 7 CPU 自营,七彩虹（Colorful）七彩虹 主板CPU套装iGame Z890 ULTRA V20+ Intel Ultra 7-265K  主板CPU套装,3229.00,七彩虹京东自营旗舰店,【ULTRA WIFI D5】Z890,200+,jfs/t1/397162/21/6925/175783/69a00142Fc347f695/00833203206679a8.jpg,1000000267,1千+店铺粉丝浏览;超70万人关注店铺,100147501338,900+,100147501338
英特尔酷睿Ultra 7 CPU 自营,微星（MSI）主板CPU套装Z890 GAMING PLUS WIFI6E+Intel 英特尔酷睿 Ultra 7 270K PLUS 板U套装,3879.00,,微星Z890 GAMING PLUS+270K PLUS,1000+,jfs/t1/407985/38/8519/492500/69c3afe0Fa13345e7/0083320320449e2e.png,0,板U套装;SATA接口;LGA1851;四年质保;WIFI6E,100335519068,2000+,100335519068
英特尔酷睿Ultra 7 CPU 自营,微星(MSI)主板CPU套装Z890 GAMING PLUS WIFI+英特尔酷睿Ultra U7 265KF 板U套装,3549.00,微星京东自营旗舰店,,44,jfs/t1/317514/10/15075/83086/686e281fFd54983a9/0f9a9e6beb00d1ef.jpg,1000000266,套装更优惠;主板三年质保;官方自营;英特尔芯;多接口设计;标准接口;微星品质;标准ATX;ATX设计;WiFi集成,100191906318,,100191906318
英特尔酷睿Ultra 7 CPU 自营,微星(MSI)主板CPU套装B860M MORTAR WIFI+英特尔酷睿Ultra U7 265KF 板U套装,2999.00,微星京东自营旗舰店,微星B860M 迫击炮 WIFI+265KF,2000+,jfs/t1/305644/24/16654/73525/686e2f24F1b0b3ce9/925b15426d00e352.jpg,1000000266,强劲性能;官方自营;套装更优惠;主板三年质保,100191906332,5000+,100191906332
英特尔酷睿Ultra 7 CPU 自营,七彩虹（Colorful）七彩虹主板CPU套装CVN B860I GAMING FROZEN V20 登陆舰+ Intel Ultra 7 265KF,2749.00,七彩虹京东自营旗舰店,七彩虹B860I登陆舰 WIFI+265KF,2000+,jfs/t1/351220/10/18981/158731/69009046F42a9874c/4abeae39084a4328.jpg,1000000267,超70万人关注店铺;800+人加购;1万+人浏览,100177402468,5000+,100177402468
英特尔酷睿Ultra 7 CPU 自营,铭瑄MS-终结者 Z890-A WiFi电脑主板+英特尔酷睿 Ultra 7 270K PLUS处理器主板CPU套装,3049.00,,铭瑄终结者Z890-A WIFI+270K PLUS,1000+,jfs/t1/408170/17/4516/122085/69c1116bF0dea97d0/0083320320edcbff.jpg,0,高性能CPU;WiFi集成;超值套装;ATX标准,100335113794,2000+,100335113794
英特尔酷睿Ultra 7 CPU 自营,微星（MSI）主板CPU套装PRO Z890-S WIFI WHITE+英特尔酷睿 Ultra 7 265K 板U套装,3329.00,微星京东自营旗舰店,265K,500+,jfs/t1/286318/21/14693/139296/684ba09bF600befac/203e0a30618bb773.jpg,1000000266,主板三年质保;官方自营;套装更优惠;兼容性强;标准ATX;多接口设计;白色外观;英特尔芯;强劲性能;WIFI集成,100142223539,1000+,100142223539
英特尔酷睿Ultra 7 CPU 自营,微星（MSI）主板CPU套装MAG Z890M GAMING PLUS WIFI+Intel 英特尔酷睿 Ultra 7 265KF 板U套装,3149.00,,微星Z890M 小黑龙WIFI+265KF,2000+,jfs/t1/411418/12/13756/117169/69cf3747F370c1176/0083320320af1b5c.png,0,,100335519000,5000+,100335519000
英特尔酷睿Ultra 7 CPU 自营,七彩虹（Colorful）七彩虹 主板CPU套装CVN Z890 ARK FROZEN V20 方舟+ Intel Ultra 7-265K  主板CPU套装,3029.00,七彩虹京东自营旗舰店,七彩虹Z890 方舟WIFI+265K,1万+,jfs/t1/401500/6/4439/156472/69aa8c87Ff7d5bc4b/0083320320d7007d.jpg,1000000267,超70万人关注店铺;2千+人加购,100122124767,4万+,100122124767
英特尔酷睿Ultra 7 CPU 自营,微星（MSI）主板CPU套装MPG Z890 EDGE TI WIFI+Intel 酷睿 Ultra 7 270K PLUS 板U套装,4349.00,,Z890刀锋钛+270K PLUS,1000+,jfs/t1/404263/1/18619/428485/69c3aeaaFf8f50c2e/0083320320c19cc3.png,0,WiFi集成;四年质保,100335737240,2000+,100335737240
英特尔酷睿Ultra 7 CPU 自营,铭瑄MS-终结者 Z890-A WiFi电脑主板+英特尔Ultra U7-265K 酷睿处理器主板CPU套装,3029.00,铭瑄京东自营旗舰店,铭瑄终结者Z890 WIFI+265K,1万+,jfs/t1/253125/10/22356/121280/67b52ef4F8af7f4d6/4a16328797ac49da.jpg,1000094211,稳定兼容;创新设计;流畅游戏;终结者级;WiFi集成;智能调节;高速传输;套装优惠;兼容性强;强劲性能,100122124763,4万+,100122124763
英特尔酷睿Ultra 7 CPU 自营,微星(MSI)主板CPU套装Z890 CARBON WIFI+英特尔酷睿Ultra U7 265KF 板U套装,5399.00,微星京东自营旗舰店,265KF,4,jfs/t1/316844/30/14494/89595/686e2aadFa718a9f7/2f21f6be3ed787ee.jpg,1000000266,套装更优惠;官方自营;主板三年质保;酷睿Ultra;LGA1851;优惠套装;三年质保;强劲性能;WIFI集成,100191906334,,100191906334
英特尔酷睿Ultra 7 CPU 自营,七彩虹（Colorful） 主板CPU套装CVN Z890M GAMING FROZEN V20 战列舰+ Intel Ultra 7-265KF ,2799.00,七彩虹京东自营旗舰店,七彩虹Z890M 战列舰WIFI+265KF,2000+,jfs/t1/408512/40/12055/207324/69c864efFcec517fc/065c3203201cb006.png,1000000267,1千+店铺粉丝浏览;100+人收藏;3千+人加购,100122124749,5000+,100122124749
英特尔酷睿Ultra 7 CPU 自营,微星（MSI）主板CPU套装MAG Z890M GAMING PLUS WIFI+Intel 英特尔酷睿 Ultra 7 270K PLUS 板U套装,3629.00,,Z890M小白龙+270K PLUS,1000+,jfs/t1/408938/16/5682/108217/69c3aef9Fdde75889/00833203201f4d08.png,0,紧凑型设计;高速传输;套装优惠;SATA接口;四年质保,100335519156,2000+,100335519156
英特尔酷睿Ultra 7 CPU 自营,铭瑄MS-终结者 Z890-A WiFi电脑主板+英特尔Ultra U7-265KF 酷睿处理器主板CPU套装,2899.00,铭瑄京东自营旗舰店,铭瑄Z890-A终结者 WIFI+265KF,2000+,jfs/t1/230535/25/32520/121972/67b52ef3F3cf15f92/4d27aea8e80684e3.jpg,1000094211,标准ATX;英特尔芯;英特尔支持;WiFi集成,100147501328,5000+,100147501328
英特尔酷睿Ultra 7 CPU 自营,微星MEG Z890 ACE+英特尔（Intel）Ultra U7-265K 酷睿-主板CPU套装,6629.00,微星京东自营旗舰店,265K,500+,jfs/t1/289656/25/10450/98070/684ba097F55fdcfe8/58bde5538212884d.jpg,1000000266,套装更优惠;官方自营;主板三年质保;卓越散热设计;极速数据传输;高性能主板;智能功耗管理;超强兼容性;简易安装结构;游戏优化体验,100149442504,1000+,100149442504
英特尔酷睿Ultra 7 CPU 自营,七彩虹（Colorful）七彩虹 主板CPU套装CVN B860I GAMING FROZEN V20 登陆舰+ Intel Ultra 7 265K,2879.00,七彩虹京东自营旗舰店,七彩虹B860I 登陆舰WIFI+265K,1万+,jfs/t1/396771/12/18346/163253/69a933d6Fc412b801/0083320320d69685.jpg,1000000267,1万+人浏览;1千+店铺粉丝浏览;100+人收藏,100177402462,4万+,100177402462
英特尔酷睿Ultra 7 CPU 自营,铭瑄MS-iCraft Z890 Pacific 电脑主板+英特尔Ultra U7-265K 酷睿处理器主板CPU套装,3929.00,铭瑄京东自营旗舰店,铭瑄电竞之心Z890+265K,1万+,jfs/t1/178026/3/50042/116012/670de38eF0f53a0fd/7c277759dabd2b93.jpg,1000094211,游戏利器;强劲性能;显卡扩展;超强性能;兼容广泛;稳定表现;超频支持;多功能接口;风靡设计;极速运算,100122124721,4万+,100122124721
英特尔酷睿Ultra 7 CPU 自营,昂达（ONDA）CPU主板套装 魔固Z890PRO-W DDR5主板+英特尔(Intel)  酷睿 Ultra 7 265KF 板U套装,2697.00,,,0,jfs/t1/380378/24/22547/126761/695b55a1F4a165f37/21e12e895c6cb711.jpg,0,套装;265KF;Z890主板;兼容性强;英特尔处理器;DDR5内存;紧凑设计;超值套装;英特尔芯;英特尔处理,100174363619,,100174363619
英特尔酷睿Ultra 7 CPU 自营,微星（MSI）主板CPU套装PRO Z890-A WIFI+英特尔酷睿 Ultra 7 265K 板U套装,3779.00,微星京东自营旗舰店,265K,500+,jfs/t1/308689/2/13344/128526/6863797bFf864ef1a/6cf152a03762ea38.jpg,1000000266,套装更优惠;官方自营;主板三年质保;标准接口;多接口设计;高端质保;超值套装;三年质保;WIFI集成;高性能CPU,100177660576,1000+,100177660576
英特尔酷睿Ultra 7 CPU 自营,七彩虹（Colorful）七彩虹主板CPU套装iGame B860M ULTRA V20+  Intel Ultra 7 265KF 主板CPU套装,2899.00,七彩虹京东自营旗舰店,,41,jfs/t1/348695/9/18978/149782/6901b303Fe538132f/9926aa591f2428ae.jpg,1000000267,超70万人关注店铺;1万+人浏览,100177402464,,100177402464
英特尔酷睿Ultra 7 CPU 自营,铭瑄MS-iCraft Z890 Arctic电脑主板+英特尔酷睿 Ultra 7 270K PLUS处理器主板CPU套装,3949.00,,Ultra 7-270K PLUS,71,jfs/t1/408228/39/3225/118833/69c1116aF19593e86/00833203202773d4.jpg,0,,100251141351,100+,100251141351
英特尔酷睿i9 CPU 自营,英特尔（Intel）酷睿14代 i9处理器14900KF CPU 24核32线程 五年质保 盒装台式机 游戏电竞剪辑,3369.00,英特尔京东自营旗舰店,i9-14900KF盒装CPU,1万+,jfs/t1/428619/3/3557/119958/69f19dbdF6ea824b2/00833203209fac16.png,1000000693,保修延长至五年;技术领先;多核处理;五年质保;出色稳定;持久质保;高效能耗;24核32线程;Z690主板;剪辑利器,100069427204,2万+,100069427204
英特尔酷睿i9 CPU 自营,英特尔（Intel）酷睿14代 i9处理器14900K 24核32线程 五年质保 盒装台式机CPU 游戏电竞剪辑,3649.00,英特尔京东自营旗舰店,i9-14900K盒装CPU,2万+,jfs/t1/427883/27/3953/114171/69f19dbfFe14be544/0083320320a232d3.png,1000000693,超高性价;强劲稳定;先进工艺;游戏电竞,100070072275,2万+,100070072275
英特尔酷睿i9 CPU 自营,英特尔（Intel）酷睿14代 i9处理器14900KS CPU 24核32线程 睿频至高6.2Ghz 五年质保 台式机,5199.00,英特尔京东自营旗舰店,i9-14900KS盒装CPU,1000+,jfs/t1/427950/21/5037/118482/69f19dbbF30cd000b/0083320320db5044.png,1000000693,高频速率;24核32线程;超频发烧;酷睿顶配,100101957426,1000+,100101957426
英特尔酷睿i9 CPU 自营,铭瑄MS-iCraft Z790 WIFI V2电脑主板+英特尔（Intel）i9-14900KF 酷睿14代处理器主板CPU套装,4669.00,铭瑄京东自营旗舰店,铭瑄电竞之心Z790+14900KF,1万+,jfs/t1/345200/21/21/112649/68bab107F06d683b3/4cf9de6e14750263.jpg,1000094211,强劲性能,100276942984,2万+,100276942984
英特尔酷睿i9 CPU 自营,铭瑄终结者 Z790-A电脑主板+英特尔（Intel）i9-14900K 酷睿14代处理器主板CPU套装,4799.00,铭瑄京东自营旗舰店,铭瑄终结者Z790-A+14900K,2万+,jfs/t1/328993/13/18306/109525/68c0ed70Fee417578/07e7949dac128ab7.jpg,1000094211,全新架构;强劲性能,100209285213,2万+,100209285213
